ComplexID,Organism,subunits(UniProt IDs),subunits(Gene name)
310,Human,O95067;P06493;P12004;P14635;P24385;P38936,CCNB2;CDK1;PCNA;CCNB1;CCND1;CDKN1A
311,Human,P12004;P24385;P24941;P38936,PCNA;CCND1;CDK2;CDKN1A
312,Human,P11802;P12004;P24385;P38936,CDK4;PCNA;CCND1;CDKN1A
313,Human,P12004;P24385;P30281;P38936;Q00535,PCNA;CCND1;CCND3;CDKN1A;CDK5
314,Human,P12004;P38936,PCNA;CDKN1A
315,Human,O15235;O60783;P51398;P82650;P82663;P82664;P82673;P82675;P82909;P82912;P82914;P82921;P82930;P82932;P82933;Q92552;Q92665;Q96EL2;Q9BYN8;Q9NP92;Q9NVS2;Q9Y291;Q9Y2Q9;Q9Y2R5;Q9Y2R9;Q9Y399;Q9Y3D3;Q9Y3D5;Q9Y3D9;Q9Y676,MRPS12;MRPS14;DAP3;MRPS22;MRPS25;MRPS10;MRPS35;MRPS5;MRPS36;MRPS11;MRPS15;MRPS21;MRPS34;MRPS6;MRPS9;MRPS27;MRPS31;MRPS24;MRPS26;MRPS30;MRPS18A;MRPS33;MRPS28;MRPS17;MRPS7;MRPS2;MRPS16;MRPS18C;MRPS23;MRPS18B
320,Human,O15235;O60783;O75394;P09001;P49406;P51398;P52815;P82650;P82663;P82664;P82673;P82675;P82909;P82912;P82914;P82921;P82930;P82932;P82933;P83111;Q13084;Q13405;Q16540;Q4U2R6;Q5T653;Q6P161;Q6P1L8;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IXM3;Q8N5N7;Q8N983;Q8TCC3;Q92552;Q92665;Q96A35;Q96DV4;Q96EL2;Q96EL3;Q96GC5;Q9BQ48;Q9BRJ2;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BYN8;Q9BZE1;Q9H0U6;Q9H2W6;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NVS2;Q9NWU5;Q9NX20;Q9NYK5;Q9NZE8;Q9P015;Q9P0J6;Q9P0M9;Q9Y291;Q9Y2Q9;Q9Y2R5;Q9Y2R9;Q9Y399;Q9Y3B7;Q9Y3D3;Q9Y3D5;Q9Y3D9;Q9Y676;Q9Y6G3,MRPS12;MRPS14;MRPL33;MRPL3;MRPL19;DAP3;MRPL12;MRPS22;MRPS25;MRPS10;MRPS35;MRPS5;MRPS36;MRPS11;MRPS15;MRPS21;MRPS34;MRPS6;MRPS9;LACTB;MRPL28;MRPL49;MRPL23;MRPL51;MRPL2;MRPL54;MRPL14;MRPL21;MRPL55;MRPL10;MRPL52;MRPL41;MRPL50;MRPL43;MRPL30;MRPS27;MRPS31;MRPL24;MRPL38;MRPS24;MRPL53;MRPL48;MRPL34;MRPL45;MRPL32;MRPL20;MRPL13;MRPL9;MRPL4;MRPL1;MRPS26;MRPL37;MRPL18;MRPL46;MRPL44;MRPL47;MRPS30;MRPL40;MRPL17;MRPS18A;MRPL22;MRPL16;MRPL39;MRPL35;MRPL15;MRPL36;MRPL27;MRPS33;MRPS28;MRPS17;MRPS7;MRPS2;MRPL11;MRPS16;MRPS18C;MRPS23;MRPS18B;MRPL42
322,Human,P12956;P13010;P78527,XRCC6;XRCC5;PRKDC
324,Human,O75394;P09001;P49406;P52815;P83111;Q13084;Q13405;Q16540;Q4U2R6;Q5T653;Q6P161;Q6P1L8;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IXM3;Q8N5N7;Q8N983;Q8TCC3;Q96A35;Q96DV4;Q96EL3;Q96GC5;Q9BQ48;Q9BRJ2;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H9J2;Q9HD33;Q9NQ50;Q9NRX2;Q9NWU5;Q9NX20;Q9NYK5;Q9NZE8;Q9P015;Q9P0J6;Q9P0M9;Q9Y3B7;Q9Y6G3,MRPL33;MRPL3;MRPL19;MRPL12;LACTB;MRPL28;MRPL49;MRPL23;MRPL51;MRPL2;MRPL54;MRPL14;MRPL21;MRPL55;MRPL10;MRPL52;MRPL41;MRPL50;MRPL43;MRPL30;MRPL24;MRPL38;MRPL53;MRPL48;MRPL34;MRPL45;MRPL32;MRPL20;MRPL13;MRPL9;MRPL4;MRPL1;MRPL37;MRPL18;MRPL46;MRPL44;MRPL47;MRPL40;MRPL17;MRPL22;MRPL16;MRPL39;MRPL35;MRPL15;MRPL36;MRPL27;MRPL11;MRPL42
328,Human,P12956;P13010,XRCC6;XRCC5
335,Human,P23246;P43243;Q15233,SFPQ;MATR3;NONO
336,Human,P49917;Q09666;Q13426,LIG4;AHNAK;XRCC4
338,Human,P08708;P08865;P15880;P23396;P25398;P39019;P46781;P46782;P46783;P60866;P61247;P62081;P62241;P62244;P62249;P62263;P62266;P62269;P62273;P62277;P62280;P62701;P62753;P62841;P62847;P62851;P62854;P62857;P62861;P62979;P63220,RPS17;RPSA;RPS2;RPS3;RPS12;RPS19;RPS9;RPS5;RPS10;RPS20;RPS3A;RPS7;RPS8;RPS15A;RPS16;RPS14;RPS23;RPS18;RPS29;RPS13;RPS11;RPS4X;RPS6;RPS15;RPS24;RPS25;RPS26;RPS28;FAU;RPS27A;RPS21
343,Human,Q13326;Q14714;Q16585;Q16586;Q92629,SGCG;SSPN;SGCB;SGCA;SGCD
348,Human,P49917;Q13426,LIG4;XRCC4
350,Human,P49917;Q13426;Q96T60,LIG4;XRCC4;PNKP
353,Human,O95347;P49917;Q9NTJ3,SMC2;LIG4;SMC4
359,Human,P49917;Q13426;Q9H9Q4,LIG4;XRCC4;NHEJ1
361,Human,P78527;Q96SD1,PRKDC;DCLRE1C
362,Human,P06746;P18887;P49916;Q96T60,POLB;XRCC1;LIG3;PNKP
365,Human,P18887;P49916,XRCC1;LIG3
368,Human,P07992;P43246;Q92889,ERCC1;MSH2;ERCC4
369,Human,P40692;P43246;P52701;P54278,MLH1;MSH2;MSH6;PMS2
370,Human,P40692;P43246;P52701;P54277,MLH1;MSH2;MSH6;PMS1
376,Human,P12004;P40692;P43246;P52701;P54278,PCNA;MLH1;MSH2;MSH6;PMS2
379,Human,P40692;P54278,MLH1;PMS2
380,Human,P40692;P54277,MLH1;PMS1
386,Human,Q5XPI4;Q9BSL1,RNF123;UBAC1
387,Human,P25205;P33991;P33992;P33993;P49736;Q14566,MCM3;MCM4;MCM5;MCM7;MCM2;MCM6
390,Human,P63208;Q13616;Q9UKT8,SKP1;CUL1;FBXW2
391,Human,P62877;Q13619;Q16531,RBX1;CUL4A;DDB1
393,Human,P53597;Q96I99,SUCLG1;SUCLG2
394,Human,P53597;Q9P2R7,SUCLG1;SUCLA2
404,Human,O75874,IDH1
407,Human,P33402;Q02153,GUCY1A2;GUCY1B1
408,Human,Q02108;Q02153,GUCY1A1;GUCY1B1
415,Human,P40692;P54278;Q9UQ84,MLH1;PMS2;EXO1
419,Human,P49354;P49356,FNTA;FNTB
422,Human,P56539;Q14118,CAV3;DAG1
424,Human,P12004;P40692;Q9UQ84,PCNA;MLH1;EXO1
425,Human,O15457;O43196;Q13227,MSH4;MSH5;GPS2
426,Human,Q16819;Q16820,MEP1A;MEP1B
428,Human,O96007;O96033,MOCS2;MOCS2
429,Human,Q8NEB9;Q99570,PIK3C3;PIK3R4
430,Human,O43143;O75533;P14678;P62304;P62306;P62308;P62314;P62316;P62318;P67809;Q13435;Q15393;Q15427;Q15696;Q16560;Q6IEG0;Q6P2Q9;Q8N8D1;Q8TBF4;Q96LT9;Q9BV90;Q9BWJ5;Q9UDW3;Q9Y3B4,DHX15;SF3B1;SNRPB;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;YBX1;SF3B2;SF3B3;SF3B4;ZRSR2;SNRNP35;SNRNP48;PRPF8;PDCD7;ZCRB1;RNPC3;SNRNP25;SF3B5;ZMAT5;SF3B6
432,Human,P0DMV8;P29475;Q9UNE7,HSPA1A;NOS1;STUB1
433,Human,O60934;P35249;P35250;P35251;P38398;P40692;P43246;P49959;P52701;P54132;Q13315;Q92878,NBN;RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MRE11;MSH6;BLM;ATM;RAD50
434,Human,P35249;P35250;P35251;P38398;P40692;P43246;P52701;P54132,RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MSH6;BLM
435,Human,P35249;P35250;P35251;P38398;P40692;Q13315,RFC4;RFC2;RFC1;BRCA1;MLH1;ATM
436,Human,P38398;P52701;Q92878,BRCA1;MSH6;RAD50
438,Human,O75486;O75528;O75529;P38398;P43246;P52701;Q12962;Q16594;Q92830;Q9Y4A5,SUPT3H;TADA3;TAF5L;BRCA1;MSH2;MSH6;TAF10;TAF9;KAT2A;TRRAP
441,Human,O60244;O75448;P03372;Q15648;Q92830;Q93074;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y4A5,MED14;MED24;ESR1;MED1;KAT2A;MED12;MED17;MED13;MED23;MED16;TRRAP
443,Human,O14867;O15198;O95452;P17980;P19447;P50539;Q13118;Q15582,BACH1;SMAD9;GJB6;PSMC3;ERCC3;MXI1;KLF10;TGFBI
460,Human,P82279;Q8N3R9;Q8NI35,CRB1;PALS1;PATJ
461,Human,P82279;Q8N3R9;Q96JB8,CRB1;PALS1;MPP4
462,Human,O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9,TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L
463,Human,O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594,TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9
466,Human,P49768;Q92542;Q96BI3;Q9NZ42,PSEN1;NCSTN;APH1A;PSENEN
467,Human,P49810;Q8WW43;Q92542;Q9NZ42,PSEN2;APH1B;NCSTN;PSENEN
468,Human,P49810;Q92542;Q96BI3;Q9NZ42,PSEN2;NCSTN;APH1A;PSENEN
469,Human,O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q6P1X5,TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF2
470,Human,O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15543;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9,TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF13;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L
471,Human,O75478;O75486;O75528;O75529;Q12962;Q16514;Q16594;Q92831;Q9Y4A5;Q9Y6J9,TADA2A;SUPT3H;TADA3;TAF5L;TAF10;TAF12;TAF9;KAT2B;TRRAP;TAF6L
472,Human,P07237;P13674,P4HB;P4HA1
474,Human,P07237;Q7Z4N8,P4HB;P4HA3
475,Human,O75486;O75528;O75529;O94864;Q12962;Q15393;Q16514;Q16594;Q92830;Q96BN2;Q9Y4A5;Q9Y6J9,SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;SF3B3;TAF12;TAF9;KAT2A;TADA1;TRRAP;TAF6L
476,Human,O15265;O75486;O75528;O75529;O94864;Q12962;Q15393;Q16514;Q16594;Q92830;Q96BN2;Q9Y4A5;Q9Y6J9,ATXN7;SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;SF3B3;TAF12;TAF9;KAT2A;TADA1;TRRAP;TAF6L
478,Human,O75486;Q16594;Q92830,SUPT3H;TAF9;KAT2A
485,Human,O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q92750,TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF4B
486,Human,O43516;P19105;P35579;P42768;P60660;P62736,WIPF1;MYL12A;MYH9;WAS;MYL6;ACTA2
490,Human,P52655;P52657,GTF2A1;GTF2A2
492,Human,O00268;P20226;P21675;P49848;P52655;P52657;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q5VWG9;Q6P1X5,TAF4;TBP;TAF1;TAF6;GTF2A1;GTF2A2;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF3;TAF2
493,Human,O00268;P20226;P21675;P49848;P52655;P52657;Q00403;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q5VWG9;Q6P1X5,TAF4;TBP;TAF1;TAF6;GTF2A1;GTF2A2;GTF2B;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF3;TAF2
497,Human,O00268;Q16514,TAF4;TAF12
499,Human,P04628;P34925,WNT1;RYK
500,Human,P34925;P56704,RYK;WNT3A
501,Human,O14640;P34925,DVL1;RYK
508,Human,O00268;P20226;P21675;P49848;Q12962;Q15542;Q15544;Q15545;Q16514;Q16594,TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF11;TAF7;TAF12;TAF9
509,Human,O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q92804,TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF15
513,Human,O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9HBM6;Q9Y4A5;Q9Y6J9,TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TAF9B;TRRAP;TAF6L
514,Human,O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q9HBM6,TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF9B
517,Human,P13861;P24588;Q08209,PRKAR2A;AKAP5;PPP3CA
518,Human,P17612;Q02952;Q08499,PRKACA;AKAP12;PDE4D
519,Human,P31323;Q92667;Q99417,PRKAR2B;AKAP1;MYCBP
520,Human,P13861;P17612;P51787;P62136;Q99996,PRKAR2A;PRKACA;KCNQ1;PPP1CA;AKAP9
521,Human,P12830;P35222;P98161,CDH1;CTNNB1;PKD1
522,Human,P12830;P35222;P98161;Q14254,CDH1;CTNNB1;PKD1;FLOT2
525,Human,O96019;Q92993;Q9Y230;Q9Y265;Q9Y4A5,ACTL6A;KAT5;RUVBL2;RUVBL1;TRRAP
527,Human,Q13507;Q9UBN4,TRPC3;TRPC4
528,Human,O95619;O96019;Q15014;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5,YEATS4;ACTL6A;MORF4L2;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
529,Human,O95619;O96019;Q15014;Q15906;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5,YEATS4;ACTL6A;MORF4L2;VPS72;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
531,Human,P07992;P23025;Q92889,ERCC1;XPA;ERCC4
533,Human,O00566;Q96G21;Q9NV31,MPHOSPH10;IMP4;IMP3
535,Human,O60244;O75448;O75586;P10827;P24863;Q13503;Q15648;Q6P2C8;Q93074;Q9BTT4;Q9NPJ6;Q9NVC6;Q9UHV7;Q9Y2W1;Q9Y2X0;Q9Y3C7,MED14;MED24;MED6;THRA;CCNC;MED21;MED1;MED27;MED12;MED10;MED4;MED17;MED13;THRAP3;MED16;MED31
536,Human,P48995;Q13507;Q9HCX4,TRPC1;TRPC3;TRPC7
541,Human,P05019;P17936;P35858,IGF1;IGFBP3;IGFALS
547,Human,O60244;O75448;O75586;P24863;P49336;Q13503;Q15648;Q6P2C8;Q93074;Q9NPJ6;Q9NVC6;Q9UHV7;Q9Y2W1;Q9Y2X0,MED14;MED24;MED6;CCNC;CDK8;MED21;MED1;MED27;MED12;MED4;MED17;MED13;THRAP3;MED16
548,Human,O43513;O60244;O75448;O75586;O95402;P11473;P28702;Q15648;Q93074;Q9NPJ6;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0,MED7;MED14;MED24;MED6;MED26;VDR;RXRB;MED1;MED12;MED4;MED17;MED13;MED23;MED16
550,Human,P29474;Q03135;Q8IVI9,NOS3;CAV1;NOSTRIN
551,Human,P04053;P62805;P68431;Q16777;Q16778;Q5QJE6,DNTT;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;H2AC20;H2BC21;DNTTIP2
552,Human,P01574;P17181;P48551,IFNB1;IFNAR1;IFNAR2
553,Human,P48995;P61586;Q14643,TRPC1;RHOA;ITPR1
554,Human,O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q92925;Q969G3;Q96GM5,ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1
555,Human,O14497;O96019;P51532;Q12824;Q8TAQ2;Q92922;Q92925;Q969G3;Q96GM5,ARID1A;ACTL6A;SMARCA4;SMARCB1;SMARCC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1
556,Human,O96019;P51532;Q12824;Q68CP9;Q8TAQ2;Q92922;Q969G3;Q96GM5,ACTL6A;SMARCA4;SMARCB1;ARID2;SMARCC2;SMARCC1;SMARCE1;SMARCD1
557,Human,P29992;P48995;Q03135;Q14573,GNA11;TRPC1;CAV1;ITPR3
558,Human,Q96QT4;Q9BX84,TRPM7;TRPM6
559,Human,P26196;Q6P2E9;Q8IU60;Q96F86;Q9NPI6,DDX6;EDC4;DCP2;EDC3;DCP1A
561,Human,O15116;P62310;P62312;Q9UK45;Q9Y333;Q9Y4Y9;Q9Y4Z0,LSM1;LSM3;LSM6;LSM7;LSM2;LSM5;LSM4
562,Human,O95777;P62310;P62312;Q9UK45;Q9Y333;Q9Y4Y9;Q9Y4Z0,LSM8;LSM3;LSM6;LSM7;LSM2;LSM5;LSM4
563,Human,O75947;O75964;P00846;P03928;P05496;P06576;P18859;P24539;P25705;P30049;P36542;P48047;P56134;P56381;P56385;Q9UII2,ATP5PD;ATP5L;MT-ATP6;MT-ATP8;ATP5G1;ATP5F1B;ATP5PF;ATP5PB;ATP5F1A;ATP5F1D;ATP5F1C;ATP5PO;ATP5MF;ATP5F1E;ATP5ME;ATP5IF1
564,Human,O14497;O96019;P51531;Q12824;Q8TAQ2;Q92922;Q969G3;Q96GM5,ARID1A;ACTL6A;SMARCA2;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1
565,Human,O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q969G3;Q96GM5,ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCE1;SMARCD1
566,Human,O14497;O96019;P51532;P60709;Q12824;Q8TAQ2;Q92922;Q969G3;Q96GM5,ARID1A;ACTL6A;SMARCA4;ACTB;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1
570,Human,O14497;P51532;Q09472;Q12824;Q8TAQ2;Q92793;Q92922,ARID1A;SMARCA4;EP300;SMARCB1;SMARCC2;CREBBP;SMARCC1
571,Human,O14497;Q09472;Q92793,ARID1A;EP300;CREBBP
575,Human,P19838;P41279;Q8NFZ5,NFKB1;MAP3K8;TNIP2
577,Human,P04637;Q14192;Q9H2X6,TP53;FHL2;HIPK2
585,Human,O95983;P41182;Q13547;Q14839;Q9BTC8,MBD3;BCL6;HDAC1;CHD4;MTA3
587,Human,O95983;Q09028;Q13330;Q13547;Q14839;Q16576;Q92769,MBD3;RBBP4;MTA1;HDAC1;CHD4;RBBP7;HDAC2
591,Human,O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3,SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130
592,Human,O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3;Q9H7L9,SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130;SUDS3
595,Human,Q8N608;Q9NZV8,DPP10;KCND2
605,Human,O14925;O43615;Q99595,TIMM23;TIMM44;TIMM17A
610,Human,Q7Z3B3;Q8N5Y2;Q9H7Z6;Q9HCI7,KANSL1;MSL3;KAT8;MSL2
612,Human,P0CG13;Q8WVB6;Q9BVC3,CHTF8;CHTF18;DSCC1
613,Human,P0CG13;P40938;Q8WVB6;Q9BVC3,CHTF8;RFC3;CHTF18;DSCC1
614,Human,O60341;Q09028;Q12873;Q13330;Q13547;Q14839;Q92769,KDM1A;RBBP4;CHD3;MTA1;HDAC1;CHD4;HDAC2
617,Human,O14936;Q02410;Q9NUP9,CASK;APBA1;LIN7C
619,Human,O60934;P49959;Q15554;Q92878,NBN;MRE11;TERF2;RAD50
620,Human,O60341;O75362;Q13547;Q92769;Q96BD5;Q9P0W2;Q9UKL0,KDM1A;ZNF217;HDAC1;HDAC2;PHF21A;HMG20B;RCOR1
622,Human,P40337;Q13617;Q15369;Q15370,VHL;CUL2;ELOC;ELOB
623,Human,P62072;Q9Y5J7,TIMM10;TIMM9
624,Human,O60341;Q9UKL0,KDM1A;RCOR1
626,Human,O60341;O75362;P0DMV8;P0DMV9;Q13363;Q13547;Q92766;Q96BD5;Q96EK2;Q9NP66;Q9P0W2;Q9P2K3;Q9UBW7;Q9UKL0,KDM1A;ZNF217;HSPA1A;HSPA1B;CTBP1;HDAC1;RREB1;PHF21A;PHF21B;HMG20A;HMG20B;RCOR3;ZMYM2;RCOR1
627,Human,O60934;P49959;Q92878;Q9Y4A5,NBN;MRE11;RAD50;TRRAP
629,Human,P54132;P62380,BLM;TBPL1
631,Human,O14965;O75410;Q14008,AURKA;TACC1;CKAP5
632,Human,O60341;O94776;P78347;Q09028;Q12873;Q13330;Q13547;Q14202;Q14687;Q14839;Q16576;Q92769;Q96BD5;Q96ST3;Q9P0W2;Q9UBW7;Q9UKL0,KDM1A;MTA2;GTF2I;RBBP4;CHD3;MTA1;HDAC1;ZMYM3;GSE1;CHD4;RBBP7;HDAC2;PHF21A;SIN3A;HMG20B;ZMYM2;RCOR1
633,Human,O60341;O75362;P78347;Q13547;Q14202;Q14687;Q92769;Q96BD5;Q9P0W2;Q9UBW7;Q9UKL0,KDM1A;ZNF217;GTF2I;HDAC1;ZMYM3;GSE1;HDAC2;PHF21A;HMG20B;ZMYM2;RCOR1
634,Human,O60341;P78347;Q13547;Q14202;Q92769,KDM1A;GTF2I;HDAC1;ZMYM3;HDAC2
635,Human,O00116;O15228,AGPS;GNPAT
636,Human,O60341;Q13547;Q92769;Q96BD5;Q9P0W2;Q9UKL0,KDM1A;HDAC1;HDAC2;PHF21A;HMG20B;RCOR1
641,Human,O95807;Q96S59,TMEM50A;RANBP9
642,Human,O00257;O60315;O60341;O75362;P37275;P56545;Q13363;Q13547;Q92618;Q92766;Q92769;Q96JN0;Q96KQ7;Q9H9B1;Q9P2K3;Q9UKL0;Q9Y232,CBX4;ZEB2;KDM1A;ZNF217;ZEB1;CTBP2;CTBP1;HDAC1;ZNF516;RREB1;HDAC2;LCOR;EHMT2;EHMT1;RCOR3;RCOR1;CDYL
643,Human,O60341;P37275;P56545;Q13363;Q13547;Q92769;Q96KQ7;Q9H9B1;Q9UKL0,KDM1A;ZEB1;CTBP2;CTBP1;HDAC1;HDAC2;EHMT2;EHMT1;RCOR1
644,Human,Q07666;Q96KQ4,KHDRBS1;PPP1R13B
646,Human,O60341;O94776;O95983;Q09028;Q12873;Q13547;Q16576;Q9UBB5;Q9UKL0,KDM1A;MTA2;MBD3;RBBP4;CHD3;HDAC1;RBBP7;MBD2;RCOR1
648,Human,O60341;Q13547;Q9UKL0,KDM1A;HDAC1;RCOR1
649,Human,O94776;O95983;Q09028;Q12873;Q13547;Q16576;Q86YP4;Q9UBB5;Q9UKL0,MTA2;MBD3;RBBP4;CHD3;HDAC1;RBBP7;GATAD2A;MBD2;RCOR1
650,Human,O94776;O95983;Q09028;Q12873;Q16576;Q86YP4;Q92769,MTA2;MBD3;RBBP4;CHD3;RBBP7;GATAD2A;HDAC2
652,Human,O00203;O14617;O95295;P78537;Q6QNY0;Q6QNY1;Q8TDH9;Q92572;Q96EV8;Q9NUP1;Q9UL45;Q9Y2T2,AP3B1;AP3D1;SNAPIN;BLOC1S1;BLOC1S3;BLOC1S2;BLOC1S5;AP3S1;DTNBP1;BLOC1S4;BLOC1S6;AP3M1
654,Human,O95295;P78537;Q6QNY0;Q6QNY1;Q86YV9;Q8TDH9;Q969F9;Q96EV8;Q9NUP1;Q9UL45;Q9UPZ3,SNAPIN;BLOC1S1;BLOC1S3;BLOC1S2;HPS6;BLOC1S5;HPS3;DTNBP1;BLOC1S4;BLOC1S6;HPS5
655,Human,Q00613;Q03933,HSF1;HSF2
656,Human,O75436;Q96QK1;Q9UBQ0,VPS26A;VPS35;VPS29
657,Human,O60749;O75436;Q13596;Q96QK1;Q9UBQ0,SNX2;VPS26A;SNX1;VPS35;VPS29
662,Human,O00470;P31269;P40425,MEIS1;HOXA9;PBX2
668,Human,P07550;P24588;Q12791,ADRB2;AKAP5;KCNMA1
672,Human,P07550;Q12791,ADRB2;KCNMA1
678,Human,Q14691;Q9BRT9;Q9BRX5;Q9Y248,GINS1;GINS4;GINS3;GINS2
680,Human,P43487;P49961,RANBP1;ENTPD1
682,Human,O14745;P13569;P15311,SLC9A3R1;CFTR;EZR
684,Human,P28360;P55771,MSX1;PAX9
685,Human,O94776;O95983;Q09028;Q13547;Q14839;Q16576;Q8WXI9;Q92769;Q9UBB5,MTA2;MBD3;RBBP4;HDAC1;CHD4;RBBP7;GATAD2B;HDAC2;MBD2
687,Human,O14745;P07550;P13569,SLC9A3R1;ADRB2;CFTR
691,Human,O00422;O75446;Q09028;Q13547;Q16576;Q4LE39;Q8TEE9;Q92769;Q96ST3;Q9H0E3;Q9H7L9,SAP18;SAP30;RBBP4;HDAC1;RBBP7;ARID4B;SAP25;HDAC2;SIN3A;SAP130;SUDS3
695,Human,O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3,SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A
696,Human,O75182;O75446;Q09028;Q13547;Q16576;Q92769;Q96ST3;Q9HCU9,SIN3B;SAP30;RBBP4;HDAC1;RBBP7;HDAC2;SIN3A;BRMS1
697,Human,Q4LE39;Q9HCU9,ARID4B;BRMS1
702,Human,P41227;Q9BXJ9,NAA10;NAA15
705,Human,O43264;Q6NUQ1;Q9NZ43,ZW10;RINT1;USE1
706,Human,O14964;P60880;Q86Y82,HGS;SNAP25;STX12
707,Human,P60880;P63027;Q86Y82,SNAP25;VAMP2;STX12
